reviewId,content,score,at,sentiment,cleaned,stemming
ce77e12d-9c1a-4733-9857-6f6844bccd12,Aplikasi sering crash dan logout sendiri,3,2022-08-22 13:06:13,negatif,aplikasi sering crash dan logout sendiri,aplikasi sering crash logout sendiri
4dbc2b96-e05a-4ab5-947b-ab79c6cfd190,"Kalau bisa kasih notifikasi setiap ada hal penting dong, seperti kelas, absensi atau lainnya... Sekelas TIK UB harusnya ini hal kecil",5,2021-01-11 10:30:06,negatif,kalau bisa kasih notifikasi setiap ada hal penting dong seperti kelas absensi atau lainnya sekelas tik ub harusnya ini hal kecil,kalau kasih notifikasi ada penting dong kelas absensi lain kelas tik ub harus hal kecil
597aa148-2030-4ba7-bd51-b117d94151ba,Sangat bagus dan lemod sekali gapuro ub buat absen,5,2024-03-06 08:04:31,positif,sangat bagus dan lemod sekali gapuro ub buat absen,sangat bagus lemod sekali gapuro ub buat absen
23145ae1-19aa-4ff2-bae7-2296cd892230,Berfaedah,5,2021-09-04 21:01:45,positif,berfaedah,faedah
64c92226-c5ad-4e44-a8af-8b515572cbcc,Makin berkembang yaa,5,2020-01-07 13:27:48,positif,makin berkembang yaa,makin kembang yaa
3347cd76-4355-47cd-abaf-166b6e63af27,Wejiannnn sangar nan,5,2020-01-05 11:09:07,positif,wejiannnn sangar nan,wejiannnn sangar nan
35d693ae-158f-45c1-9468-e39b6b0a5d1d,"Mohon untuk segera memperbaiki masalah login pada aplikasi ini, bahkan akses loginnya saja error 502",3,2021-09-08 08:20:35,negatif,mohon untuk segera memperbaiki masalah login pada aplikasi ini bahkan akses loginnya saja error,mohon segera baik masalah login aplikasi bahkan akses loginnya error
6be242e0-7d2c-4d6c-9cf5-cf7db8c4161d,"Harapan kedepannya, dapat disinergikan antara siam dan gapura. Sehingga proses pengisian krs dapat dilakukan via aplikasi gapura. Terimakasih",5,2020-01-07 20:09:33,netral,harapan kedepannya dapat disinergikan antara siam dan gapura sehingga proses pengisian krs dapat dilakukan via aplikasi gapura terimakasih,harap depan sinergi siam gapura proses isi krs laku via aplikasi gapura terimakasih
952d3cda-3d2f-47b2-8dfd-ff1d7b50ea3e,Mantab keren,5,2020-01-07 19:12:13,positif,mantab keren,mantab keren
8c0ad7af-51aa-4309-b8f7-fcf4fdc418a5,"Kenapa sekarang gapura tidak ada notifikasinya, tolong kembalikan notifikasi gapura. Terimakasih",2,2025-03-11 09:50:35,negatif,kenapa sekarang gapura tidak ada notifikasinya tolong kembalikan notifikasi gapura terimakasih,sekarang gapura ada notifikasi kembali notifikasi gapura terimakasih
6874ba51-6467-4aa4-9c36-b5a4711356ed,"min di gapura, kenapa gak sekalian di tambah menu adminstrasi akademik, misal permohonan surat aktif kuliah",5,2021-02-17 04:40:46,netral,min di gapura kenapa gak sekalian di tambah menu adminstrasi akademik misal permohonan surat aktif kuliah,min gapura gak sekali tambah menu adminstrasi akademik misal mohon surat aktif kuliah
54853ea8-f111-4563-b9bf-9687cfc07aa6,"Pas mau absen tiap login jd error, terpaksa uninstall dan pindah ke siam web. Tolong ukt kami jgn cuma dipake ngecor bangunan tp buat perbaiki server siam sama aplikasi ini.",2,2021-09-08 08:51:14,negatif,pas mau absen tiap login jd error terpaksa uninstall dan pindah ke siam web tolong ukt kami jgn cuma dipake ngecor bangunan tp buat perbaiki server siam sama aplikasi ini,pas mau absen tiap login jd error paksa uninstall pindah siam web ukt jgn cuma dipake ngecor bangun tp buat baik server siam sama aplikasi
c7299a50-787e-4ce0-a59e-5d9a34488215,"Ampe kapan nih maintenance siam/gapura, belum absen dari siang. Kuliah tapi tak absen untuk apa :')",2,2020-09-29 16:25:57,negatif,ampe kapan nih maintenance siam gapura belum absen dari siang kuliah tapi tak absen untuk apa,ampe kapan nih maintenance siam gapura absen siang kuliah tak absen apa
0979e843-b324-4b60-8fe1-a203ddca5cc6,"di update malah bug, jadi alpha deh, nah trus juga masa setiap masuk gapura harus login lagi sih aneh, buang2 waktu. di bikin sekali login aja lah biar enak, sama bug nya tuh di ilangin, tolong setiap update minimal ada bug yang berkurang lah,",1,2023-10-06 09:13:24,negatif,di update malah bug jadi alpha deh nah trus juga masa setiap masuk gapura harus login lagi sih aneh buang waktu di bikin sekali login aja lah biar enak sama bug nya tuh di ilangin tolong setiap update minimal ada bug yang berkurang lah,update malah bug jadi alpha deh nah trus masa masuk gapura login sih aneh buang waktu bikin sekali login aja lah biar enak sama bug nya tuh ilangin tiap update minimal bug kurang lah
693960c2-c2f1-4d6d-9a3f-0b8b0cf9ce9d,Gak bisa login min,1,2020-10-22 11:30:22,negatif,gak bisa login min,gak login min
2c1b7462-38a3-4910-895c-1563448b5cb4,Simple,4,2020-05-15 07:05:16,netral,simple,simple
21056b7b-34c9-4650-ad4b-cc235bc346fa,Setelah update jadi lemot. Sekali masuk sebentar sering force close,5,2024-10-31 17:51:27,negatif,setelah update jadi lemot sekali masuk sebentar sering force close,update jadi lot sekali masuk sebentar sering force close
01023338-3e64-4a4b-afa0-c603665c31f8,Susah login dan kalo bisa cantumkan nama dosen di jadwal kuliahnya 🙏,3,2020-09-19 19:00:42,negatif,susah login dan kalo bisa cantumkan nama dosen di jadwal kuliahnya,susah login kalo cantum nama dosen jadwal kuliah
859832de-4517-42dc-8a8c-5279a5a024da,"Membantu lebih mudah, hanya saja setiap masuk harus login lagi 🙂",5,2024-08-03 12:20:02,netral,membantu lebih mudah hanya saja setiap masuk harus login lagi,bantu lebih mudah saja masuk login
2b39970a-14d1-49b6-ad24-864d47778c58,"Setelah update tambah lemot, bahkan mau masuk laman login saja tidak bisa cuma blank putih saja. Jadi banyak absen yang alpha. Tolong segera diperbaiki ya min",1,2024-11-21 16:34:35,negatif,setelah update tambah lemot bahkan mau masuk laman login saja tidak bisa cuma blank putih saja jadi banyak absen yang alpha tolong segera diperbaiki ya min,update tambah lot bahkan mau masuk laman login tidak cuma blank putih jadi banyak absen alpha segera baik min
cba9822f-dded-4b5b-8386-3df9abfb4941,Saat masuk aplikasi diharuskan mengisi nim dan sandi. Mungkin kedepannya bisa auto masuk tanpa harus memasukan nim dan sandi.,5,2021-09-22 08:19:44,netral,saat masuk aplikasi diharuskan mengisi nim dan sandi mungkin kedepannya bisa auto masuk tanpa harus memasukan nim dan sandi,masuk aplikasi harus isi nim sandi mungkin depan auto masuk harus pasu nim sandi
b00c483b-74fd-4404-a8d3-e4573d300e44,Mantap,5,2020-07-09 16:26:47,positif,mantap,mantap
97a6b0e6-d1a0-46d6-bd09-1a1fb6348794,"Padahal password bener, tp ga bs login,",1,2023-01-03 09:18:13,negatif,padahal password bener tp ga bs login,padahal password bener tp ga bs login
cd040bfa-313c-4074-990c-32dd653d5487,"Wahhh....keren bnget, tpi saran dari aku sih tmbah fitur absensi nya trus aku juga mau tnyaa Vokasi kan juga trmsuk di UB sbaiknya di gabung sma2 fakultas lainnga, soalnyaa di fakultas dlm Aplikasi tdk ada Vokasi. Trimaksihh, aplikasinyaa sngt membantu😊",5,2020-01-07 17:28:14,positif,wahhh keren bnget tpi saran dari aku sih tmbah fitur absensi nya trus aku juga mau tnyaa vokasi kan juga trmsuk di ub sbaiknya di gabung sma fakultas lainnga soalnyaa di fakultas dlm aplikasi tdk ada vokasi trimaksihh aplikasinyaa sngt membantu,wahhh keren bnget tpi saran aku sih tmbah fitur absensi nya trus aku mau tnyaa vokasi kan trmsuk ub sbaiknya gabung sma fakultas lainnga soalnyaa fakultas dlm aplikasi tdk vokasi trimaksihh aplikasinyaa sngt bantu
0b515d84-08e8-44f8-99fe-9951bec24981,Sekarang sering error,1,2020-12-11 07:04:12,negatif,sekarang sering error,sekarang sering error
915320df-168a-4bc7-a43b-0dbee6f90b0e,Info-info yang membangun ke depannya lebih baik,5,2024-01-14 05:49:05,positif,info info yang membangun ke depannya lebih baik,info info bangun depan lebih baik
d9302e6b-546f-4e7f-98ba-bc897af9e413,mantap,2,2022-03-27 14:13:05,positif,mantap,mantap
37f2efa2-ebe5-41df-a67d-13fc2d7a9eaf,error terossssss,1,2022-03-04 08:06:32,negatif,error terossssss,error terossssss
f757dda9-d64b-4522-9f99-d062ba7ff2be,Good 👍👍,5,2020-01-03 18:31:43,positif,good,good
857ca560-1744-46ea-af83-32f53324150e,"Lebih keren kalau di Jadwal Kuliah dikasih ruang kelasnya juga,,",5,2020-01-07 12:55:08,netral,lebih keren kalau di jadwal kuliah dikasih ruang kelasnya juga,lebih keren kalau jadwal kuliah kasih ruang kelas
381211dd-a85d-4bc5-9722-121822c67b28,💙,5,2022-02-17 11:17:31,netral,,
915320df-168a-4bc7-a43b-0dbee6f90b0e,Info-info yang membangun ke depannya lebih baik,5,2024-01-14 05:49:05,positif,info info yang membangun ke depannya lebih baik,info info bangun depan lebih baik
5f4a0ca5-c831-4806-856c-7fbe8a869aea,"Kok saya mau log ij salah terus ya username sama sandinya Padahal itu udah bener masukin user sama sandinya,tetep gabisa masuk,mohon pencerahannya gimana ini:(",3,2021-08-18 20:00:46,negatif,kok saya mau log ij salah terus ya username sama sandinya padahal itu udah bener masukin user sama sandinya tetep gabisa masuk mohon pencerahannya gimana ini,kok mau log ij salah terus username sama sandi padahal udah bener masukin user sama sandi tetep gabisa masuk mohon cerah gimana
991370a9-eaf0-4503-923d-01481edb7a8a,"Keren, kemajuan yang bagus. Jadi mudah mau liat KRS, KHS, jadwal kuliah, dan berita2 UB. Terhubung juga ke web setiap fakultas",5,2020-01-05 00:22:54,positif,keren kemajuan yang bagus jadi mudah mau liat krs khs jadwal kuliah dan berita ub terhubung juga ke web setiap fakultas,keren maju bagus jadi mudah mau liat krs khs jadwal kuliah berita ub hubung ke web fakultas
541168f8-465a-4975-9069-e67effa01b67,"Next update tambahin fitur missing mid, agar temen yang ketiduran tau kalo mau dirush sama dosen",5,2021-09-22 13:18:03,netral,next update tambahin fitur missing mid agar temen yang ketiduran tau kalo mau dirush sama dosen,next update tambahin fitur missing mid temen tidur tau kalo mau dirush sama dosen
f8c209eb-9e99-4591-9e84-c7c273a6ab70,mantab nih,5,2020-01-14 04:32:07,positif,mantab nih,mantab nih
d49f2ad5-fab5-4c84-b656-bf1bec13cb96,setelah diperbarui kok jadi sering keluar akun sendiri yaa,3,2020-12-03 14:13:59,negatif,setelah diperbarui kok jadi sering keluar akun sendiri yaa,baru kok jadi sering keluar akun sendiri yaa
1db35456-8bf9-41da-8948-e896e033fb3b,Sangat membantu,5,2024-09-26 06:25:33,positif,sangat membantu,sangat bantu
54853ea8-f111-4563-b9bf-9687cfc07aa6,"Pas mau absen tiap login jd error, terpaksa uninstall dan pindah ke siam web. Tolong ukt kami jgn cuma dipake ngecor bangunan tp buat perbaiki server siam sama aplikasi ini.",2,2021-09-08 08:51:14,negatif,pas mau absen tiap login jd error terpaksa uninstall dan pindah ke siam web tolong ukt kami jgn cuma dipake ngecor bangunan tp buat perbaiki server siam sama aplikasi ini,pas mau absen tiap login jd error paksa uninstall pindah siam web ukt jgn cuma dipake ngecor bangun tp buat baik server siam sama aplikasi
67e909b0-9a95-4aba-9d37-1efd1b30d4ca,"tolong dibener in, eror terus",1,2024-09-27 08:55:53,negatif,tolong dibener in eror terus,dibener in eror terus
528b6d93-beb8-4c34-a717-9b5170c08a7a,"kacau survey kesehatan, masa covid tiap jam 😔😔",1,2022-03-19 23:24:13,negatif,kacau survey kesehatan masa covid tiap jam,kacau survey sehat masa covid tiap jam
827c5c32-6d1b-40eb-b81a-d493d94d7821,Mantaaaab,5,2020-06-24 16:15:09,positif,mantaaaab,mantaaaab
873607c3-1214-4328-a7b2-0febe0af0195,Bisa diberi notifikasi untuk presensinya,5,2020-12-01 15:32:06,netral,bisa diberi notifikasi untuk presensinya,beri notifikasi presensi
7c71ba88-b1b8-4f8f-8c9d-e712e1062305,Akhirnya muncul juga aplikasi berbasis Android sehingga memudahkan dalam mengakses kepegawaian,5,2020-05-15 04:47:12,positif,akhirnya muncul juga aplikasi berbasis android sehingga memudahkan dalam mengakses kepegawaian,akhir muncul aplikasi bas android mudah akses pegawai
3b4c29ba-97b7-44b5-a2be-72d6d7b429b9,Kok gk bisa daftar kuliah yah :(,2,2021-05-31 20:29:00,negatif,kok gk bisa daftar kuliah yah,kok gk daftar kuliah yah
c11b9450-36ec-415e-9de1-b9a03ba13efc,Mantap,5,2020-01-06 08:15:10,positif,mantap,mantap
68030d73-df18-438b-b7ec-cd5f01e09293,"APLIKASI BANYAK BUG DAN ERROR ❗ TOLONG OPTIMALKAN LAGI KARENA MENGGANGGU KELANCARAN KULIAH, TERIMAKASIH",2,2025-09-03 10:24:19,negatif,aplikasi banyak bug dan error tolong optimalkan lagi karena mengganggu kelancaran kuliah terimakasih,aplikasi banyak bug error optimal karena ganggu lancar kuliah terimakasih
e63531d4-5d54-4751-a09e-b31619b64aec,Go UB,5,2020-06-06 06:53:25,netral,go ub,go ub
eac711c2-6ab3-4f85-b1a5-01d555405d3d,"Mohon maaf, mengapa ya akhir akhir ini notifikasi presensi dari gapura tidak muncul? Terimakasih",4,2021-10-07 11:44:47,negatif,mohon maaf mengapa ya akhir akhir ini notifikasi presensi dari gapura tidak muncul terimakasih,mohon maaf ya akhir akhir notifikasi presensi gapura muncul terimakasih
00fefda7-08e9-4b06-87f0-ff3a82d16721,"Min maaf ini saya ada bug, ada di tiap satu pelajaran tahun ini saya sudah absen. Lalu saya lihat absennya sudah didata, namun ketika esok harinya saya lihat absen sayaenjadi alpha. Tolong bantuannya 🙏",1,2021-05-22 07:52:12,negatif,min maaf ini saya ada bug ada di tiap satu pelajaran tahun ini saya sudah absen lalu saya lihat absennya sudah didata namun ketika esok harinya saya lihat absen sayaenjadi alpha tolong bantuannya,min maaf bug di tiap satu ajar tahun absen lalu saya lihat absen data ketika esok hari saya lihat absen sayaenjadi alpha bantu
67e909b0-9a95-4aba-9d37-1efd1b30d4ca,"tolong dibener in, eror terus",1,2024-09-27 08:55:53,negatif,tolong dibener in eror terus,dibener in eror terus
79444026-4924-481c-82c8-8aef2b405bc5,Semoga lebih baik.,5,2019-12-25 14:02:35,netral,semoga lebih baik,moga lebih baik
e63531d4-5d54-4751-a09e-b31619b64aec,Go UB,5,2020-06-06 06:53:25,netral,go ub,go ub
89ab55b2-780e-4156-b5e7-731f145ca578,"Tiap masuk aplikasi harus login lagi, tidak efektif. Mohon diperbaiki.",2,2021-05-04 14:31:36,negatif,tiap masuk aplikasi harus login lagi tidak efektif mohon diperbaiki,tiap masuk aplikasi login tidak efektif mohon baik
223b5053-1beb-4c44-9c79-6d3381ec5a59,Semangat,4,2021-12-25 15:38:56,netral,semangat,semangat
28b5b84b-f702-4de1-a684-ea2a3612193e,Keren,5,2020-09-18 18:02:41,positif,keren,keren
1cc0c977-5149-46b9-aaad-78c8893714e4,Dilengkapi lagi fasilitas nya,5,2020-01-10 18:04:51,positif,dilengkapi lagi fasilitas nya,lengkap fasilitas nya
b962087b-29c4-4871-bc6c-58d612f91bef,"Saran, saat menekan tombol back di halaman awal diberi konfirmasi apakah ingin keluar aplikasi.",4,2020-01-07 20:55:36,netral,saran saat menekan tombol back di halaman awal diberi konfirmasi apakah ingin keluar aplikasi,saran tekan tombol back halaman awal beri konfirmasi ingin keluar aplikasi
859832de-4517-42dc-8a8c-5279a5a024da,"Membantu lebih mudah, hanya saja setiap masuk harus login lagi 🙂",5,2024-08-03 12:20:02,netral,membantu lebih mudah hanya saja setiap masuk harus login lagi,bantu lebih mudah saja masuk login
28b5b84b-f702-4de1-a684-ea2a3612193e,Keren,5,2020-09-18 18:02:41,positif,keren,keren
21056b7b-34c9-4650-ad4b-cc235bc346fa,Setelah update jadi lemot. Sekali masuk sebentar sering force close,5,2024-10-31 17:51:27,negatif,setelah update jadi lemot sekali masuk sebentar sering force close,update jadi lot sekali masuk sebentar sering force close
ff621fd9-a0d7-4041-ab00-2410788ece19,"Keren banget, dulu buka banyak link sekarang udah 1 aplikasi❤",5,2020-01-07 15:54:14,positif,keren banget dulu buka banyak link sekarang udah aplikasi,keren banget dulu buka banyak link sekarang udah aplikasi
bf1286ea-1195-4c6e-a68a-2ed06bfbecc6,Udah baik tapi saya sarankan untuk apabila sudah log in tidak perlu auto log out sama mungkin untuk berita/informasi sering kali di-update apapun tentang lomba sampai informasi akademik,5,2021-09-01 07:16:06,netral,udah baik tapi saya sarankan untuk apabila sudah log in tidak perlu auto log out sama mungkin untuk berita informasi sering kali di update apapun tentang lomba sampai informasi akademik,udah baik saya saran apabila log in perlu auto log out sama mungkin berita informasi sering kali update apa lomba informasi akademik
1d200b53-dc16-47e0-a682-5609f3d5ddd7,Okr,5,2020-02-20 13:39:50,netral,okr,okr
e80c5946-68e9-45ce-bf25-ad481270424a,Semenjak ada survey kesehatan di tab presensi online jadi lama loadingnya,5,2022-08-23 13:33:01,negatif,semenjak ada survey kesehatan di tab presensi online jadi lama loadingnya,semenjak survey sehat tab presensi online jadi lama loadingnya
5751b1c5-3fb9-43af-9c7a-74f7d049b49e,"Terima kasih,",5,2020-04-03 22:53:41,netral,terima kasih,terima kasih
aaeac9bf-1135-4d7f-b508-8b60ab029a26,"Mantapp, semoga sistem yg lain di gapura jg segera terintegrasi dan setiap menu/info unit kerja jg masuk di satu aplikasi ini 👍👍👍",5,2020-01-05 11:16:51,positif,mantapp semoga sistem yg lain di gapura jg segera terintegrasi dan setiap menu info unit kerja jg masuk di satu aplikasi ini,mantapp moga sistem yg gapura jg segera integrasi tiap menu info unit kerja jg masuk di satu aplikasi
c579ec1d-7abf-4b05-9285-343ad28c6f7b,"Mungkin bisa ditambahkan sistem otentikasi untuk masuk perpustakaan, jadi jika lupa bawa ktm bisa lebih mudah",5,2020-01-17 11:29:14,netral,mungkin bisa ditambahkan sistem otentikasi untuk masuk perpustakaan jadi jika lupa bawa ktm bisa lebih mudah,mungkin tambah sistem otentikasi masuk pustaka jadi lupa bawa ktm lebih mudah
6874ba51-6467-4aa4-9c36-b5a4711356ed,"min di gapura, kenapa gak sekalian di tambah menu adminstrasi akademik, misal permohonan surat aktif kuliah",5,2021-02-17 04:40:46,netral,min di gapura kenapa gak sekalian di tambah menu adminstrasi akademik misal permohonan surat aktif kuliah,min gapura gak sekali tambah menu adminstrasi akademik misal mohon surat aktif kuliah
8783bc13-670c-4a8e-9262-537fc917ac7b,Lop,5,2021-08-14 14:29:52,netral,lop,lop
6874ba51-6467-4aa4-9c36-b5a4711356ed,"min di gapura, kenapa gak sekalian di tambah menu adminstrasi akademik, misal permohonan surat aktif kuliah",5,2021-02-17 04:40:46,netral,min di gapura kenapa gak sekalian di tambah menu adminstrasi akademik misal permohonan surat aktif kuliah,min gapura gak sekali tambah menu adminstrasi akademik misal mohon surat aktif kuliah
35d693ae-158f-45c1-9468-e39b6b0a5d1d,"Mohon untuk segera memperbaiki masalah login pada aplikasi ini, bahkan akses loginnya saja error 502",3,2021-09-08 08:20:35,negatif,mohon untuk segera memperbaiki masalah login pada aplikasi ini bahkan akses loginnya saja error,mohon segera baik masalah login aplikasi bahkan akses loginnya error
d082d232-8d13-484a-b058-9aa4f1ad4195,"Sering log out sendiri, ganggu bgt",1,2021-03-25 12:08:38,negatif,sering log out sendiri ganggu bgt,sering log out sendiri ganggu bgt
c9f39f4f-856f-4fb5-9474-fb9d25f10f00,Memudahkan untuk absen online dsb,5,2021-02-04 07:50:26,positif,memudahkan untuk absen online dsb,mudah absen online
09925c0b-4a30-4139-a170-6d0fc4ff45ff,mantul,5,2020-01-05 00:28:57,positif,mantul,mantul
952d3cda-3d2f-47b2-8dfd-ff1d7b50ea3e,Mantab keren,5,2020-01-07 19:12:13,positif,mantab keren,mantab keren
7bd9415f-bf17-4c72-8500-600bc9f8fefd,Good app,5,2020-01-03 18:25:14,positif,good app,good app
adc545e3-2379-49a4-a0a7-285926842563,"Fitur-fitur yang tersedia memang sudah bagus, tetapi saya selalu mengalami kendala saat mencoba login di IAM UB. Meskipun saya sudah memasukkan username dan password dengan benar, tetap saja saya tidak bisa login dan malah kembali ke halaman awal. Mohon kepada pihak aplikator untuk segera membenahi fitur login aplikasi ini. Terima kasih 🙏🏻",2,2025-07-10 14:34:53,negatif,fitur fitur yang tersedia memang sudah bagus tetapi saya selalu mengalami kendala saat mencoba login di iam ub meskipun saya sudah memasukkan username dan password dengan benar tetap saja saya tidak bisa login dan malah kembali ke halaman awal mohon kepada pihak aplikator untuk segera membenahi fitur login aplikasi ini terima kasih,fitur fitur sedia memang bagus selalu alami kendala coba login iam ub meski saya sudah masuk username password benar tetap saya bisa login malah ke halaman awal mohon pihak aplikator segera benah fitur login aplikasi terima kasih
828deba0-f60c-47d0-aad1-b56e6b610fe0,So good,5,2021-08-05 15:36:10,positif,so good,so good
1f11eedb-b5d7-4de2-b5ea-d52f043bc18d,"Sering logout sendiri, saya coba pakai device lain malah tidak bisa login, padahal sudah saya cek berkali kali tidak ada kesalahan penulisan, tidak ada notifikasi masuk, survey kesehatan loading lama banget padahal sudah stabil jaringannya untuk menjalankan berbagai aplikasi lainnya, saya sampai alpha 5 kali karena tidak ada notifikasi masuk, tau tau sudah terlembat, mohon untuk diperbaiki lagi",1,2022-05-17 11:37:37,negatif,sering logout sendiri saya coba pakai device lain malah tidak bisa login padahal sudah saya cek berkali kali tidak ada kesalahan penulisan tidak ada notifikasi masuk survey kesehatan loading lama banget padahal sudah stabil jaringannya untuk menjalankan berbagai aplikasi lainnya saya sampai alpha kali karena tidak ada notifikasi masuk tau tau sudah terlembat mohon untuk diperbaiki lagi,sering logout sendiri coba pakai device malah bisa login padahal cek kali kali salah tulis ada notifikasi masuk survey sehat loading lama banget padahal stabil jaring jalan bagai aplikasi lain saya sampai alpha kali tidak ada notifikasi masuk tau tau terlembat mohon baik
4dc74e89-7532-4a0e-a119-1422811b2b17,"Tidak bisa login , padahal dari sistem sudah support ,email sudah benar , password sudah Gonta ganti tetep tidak bisa",1,2023-08-11 11:58:04,negatif,tidak bisa login padahal dari sistem sudah support email sudah benar password sudah gonta ganti tetep tidak bisa,bisa login padahal sistem support email benar password gonta ganti tetep bisa
a57ff104-2bd9-4270-b9f4-1eddb92696cb,"Menyusahkan untuk login kembali, sangat tidak efisien, dan juga suka log in error. Semoga kedepannya untuk perihal log in kembali dapat di perbaiki karna tidak nyaman.",1,2021-11-30 10:34:09,negatif,menyusahkan untuk login kembali sangat tidak efisien dan juga suka log in error semoga kedepannya untuk perihal log in kembali dapat di perbaiki karna tidak nyaman,susah login sangat efisien juga suka log in error moga depan perihal log in dapat baik karna nyaman
248d8dca-8ee3-410c-abb3-96282413fc5b,webapps,1,2020-09-05 18:07:47,netral,webapps,webapps
aa1c111e-1014-466f-8dbb-ee1f08541094,"Sudah bagus dan ikon2 rapih. Saran tambahkan built in browser di dalam appnya, supaya tidak perlu membuka browser lain.",5,2020-01-07 14:08:32,netral,sudah bagus dan ikon rapih saran tambahkan built in browser di dalam appnya supaya tidak perlu membuka browser lain,bagus ikon rapih saran tambah built in browser dalam appnya tidak perlu buka browser
f6d00a10-5a2f-4204-a453-f24ab8a908e4,Gaada notif kalau absen :),2,2022-09-12 17:53:39,negatif,gaada notif kalau absen,gaada notif kalau absen
6af68f6f-ec38-4df4-89ba-1d004b17f644,Saya dan beberapa teman saya tetap tidak dapat login aplikasi ini Padahal email dan password yg saya gunakan sudah benar dan sama persis seperti saat saya login di web gapura. Saya coba pakai nim tetap tidak bisa Pakai username juga sama Tolong diperbaiki,2,2020-09-29 14:12:34,negatif,saya dan beberapa teman saya tetap tidak dapat login aplikasi ini padahal email dan password yg saya gunakan sudah benar dan sama persis seperti saat saya login di web gapura saya coba pakai nim tetap tidak bisa pakai username juga sama tolong diperbaiki,beberapa teman tetap dapat login aplikasi padahal email password yg guna benar dan sama persis saat login web gapura coba pakai nim tetap bisa pakai username sama baik
8b033d65-9450-45e8-b3d8-1a53332a5d1d,"Baguus min peningkatan 😚 Mungkin bisa ditambahkan lagi fitur Absensi, Download KHS, Download KRS, ada info ruang kelas untuk jadwal kuliah 🤟",5,2020-01-05 19:40:32,positif,baguus min peningkatan mungkin bisa ditambahkan lagi fitur absensi download khs download krs ada info ruang kelas untuk jadwal kuliah,baguus min tingkat mungkin tambah fitur absensi download khs download krs info ruang kelas jadwal kuliah
90c42328-bccc-47da-a3c6-6d8854354ab7,Top,5,2022-06-22 00:34:20,positif,top,top
26bd796f-d0fc-41c9-a674-ad072881b3f7,Mungki dikasih barcode buat masuk ke perpus atau untuk pengganti siam,5,2020-01-05 23:24:04,netral,mungki dikasih barcode buat masuk ke perpus atau untuk pengganti siam,mungki kasih barcode buat masuk pus untuk ganti siam
3b6350ae-3f82-4517-8457-c1e008d03ab7,"Kadang bikin mangkel , tapi ya ok doang.",3,2022-03-08 07:48:44,netral,kadang bikin mangkel tapi ya ok doang,kadang bikin mangkel ya doang
